,Title,Category,Price,City,Availability
1027,Сибас замороженный 300-400 гр.,Рыба,4 200 Т,Атырау,В наличии
1028,"Филе минтая замороженное, уп. 600 гр",Рыба,1 490 Т,Атырау,В наличии
1029,"Угорь Копченый Унаги, филе для суши",Рыба,10 000 Т,Атырау,В наличии
1030,Снеппер Красный (Red Snapper),Рыба,9 490 Т,Атырау,В наличии
1031,Мойва атлантическая,Рыба,3 100 Т,Атырау,В наличии
1032,Стейк Бабочка из Атлантической семги вес 150 гр.,Рыба,8 900 Т,Атырау,В наличии
1033,Семга (Лосось) Замороженная размер 6-7 кг,Рыба,4 490 Т,Атырау,В наличии
1034,Барабулька Red Mullet (Султанка),Рыба,9 490 Т,Атырау,В наличии
1035,Стейк Подкова из Форели,Рыба,7 490 Т,Атырау,В наличии
1036,"Черная Треска, вылов Канада",Рыба,22 000 Т,Атырау,В наличии
1037,Слайсы из копченого Эсколара,Рыба,14 800 Т,Атырау,В наличии
1038,"Стейки из Осетра, уп. 800 грамм",Рыба,9 800 Т,Атырау,В наличии
1039,Филе Сельди малосольное KingFisher,Рыба,5 000 Т,Атырау,В наличии
1040,Хек Тушка Свежемороженная,Рыба,1 800 Т,Атырау,Временно нет в наличии
1041,Дорадо Охлажденная вес 1+ kg,Рыба,8 900 Т,Атырау,В наличии
1042,"Филе Окуня морского, 220 гр",Рыба,3 000 Т,Атырау,В наличии
1043,Сибас Замороженный 1+ крупный,Рыба,7 500 Т,Атырау,В наличии
1044,Филе Осетра Холодного копчения,Рыба,18 500 Т,Атырау,В наличии
1045,Тунец Филе консервированное в масле,Рыба,1 100 Т,Атырау,В наличии
1046,"Барамунди / Barramundi  вес 0,5 - 2 кг/шт",Рыба,9 490 Т,Атырау,В наличии
1047,"Группер Каменный /Spotted Grouper 0,5 - 2 кг/шт",Рыба,9 490 Т,Атырау,В наличии
1048,Тунец Копченый нарезка Слайсами,Рыба,12 500 Т,Атырау,В наличии
1049,"Рыба Попугай/ Parrot Fish 0,5 - 2 кг",Рыба,9 490 Т,Атырау,В наличии
1050,Анчоусы Agostino Recca в масле,Рыба,3 500 Т,Атырау,В наличии
1051,Чилийский Сибас стейк-подкова,Рыба,30 000 Т,Атырау,В наличии
1052,Стейк-филе Swordfish (Рыба Меч),Рыба,6 800 Т,Атырау,В наличии
1053,Черная Треска стейк-подкова,Рыба,31 000 Т,Атырау,В наличии
1054,Филе Рыбы Меч (Swordfish) охлажденное,Рыба,15 990 Т,Атырау,В наличии
1055,"Император / Emperor Fish 0,5 - 2 кг/шт",Рыба,9 490 Т,Атырау,В наличии
1056,Барракуда охлажденная 1-3 кг,Рыба,9 490 Т,Атырау,В наличии
1057,Сардины в масле Agostino Recca,Рыба,10 500 Т,Атырау,В наличии
1058,Тунец YellowFin Охлажденный,Рыба,15 500 Т,Атырау,В наличии
1059,Стейк Акулы,Рыба,14 800 Т,Атырау,Временно нет в наличии
1060,"Анчоусы Agostino Recca, 540 гр",Рыба,15 800 Т,Атырау,В наличии
1061,"Икра Красная Keta, уп. 200 гр.",Икра,7 200 Т,Атырау,В наличии
1062,Икра Горбуши 2021,Икра,15 990 Т,Атырау,В наличии
1063,"Икра красная ""Золото Сахалина""   360 грамм",Икра,16 500 Т,Атырау,В наличии
1064,"Икра красная ""Золото Сахалина"" 220 грамм",Икра,10 800 Т,Атырау,В наличии
1065,Икра Морского Ежа,Икра,10 500 Т,Атырау,В наличии
1066,Икра Черная Стерлядь,Икра,16 500 Т,Атырау,В наличии
1067,Икра Черная Осетровых,Икра,35 000 Т,Атырау,В наличии
1068,Икра Горбуши 2021 (200 гр),Икра,7 000 Т,Атырау,В наличии
1069,Черная Икра Caspian Caviar,Икра,66 700 Т,Атырау,В наличии
1070,"Икра Красная Путина, 150 гр",Икра,7 200 Т,Атырау,В наличии
1071,"Икра красная Путина, 440 гр",Икра,20 700 Т,Атырау,В наличии
1072,"Икра Красная Путина, 240 гр",Икра,11 100 Т,Атырау,В наличии
1073,"Икра красная Путина, 90 гр",Икра,5 400 Т,Атырау,В наличии
1074,"Икра Красная ""Обкомовская"", уп. 360 гр.",Икра,19 200 Т,Атырау,В наличии
1075,"Икра красная ""Обкомовская"", уп. 500 гр",Икра,27 200 Т,Атырау,В наличии
1076,"Икра Красная Путина, 60 гр",Икра,3 200 Т,Атырау,В наличии
1077,"Икра Красная ""Обкомовская"", 95 гр.",Икра,5 500 Т,Атырау,В наличии
1078,"Икра Красная ""Обкомовская"" уп. 140 гр.",Икра,8 000 Т,Атырау,В наличии
1079,Филе утки Мулард,Мясо,4 800 Т,Атырау,В наличии
1080,Ножка утиная Конфи,Мясо,5 200 Т,Атырау,В наличии
1081,Печень утиная  Фуа-Гра  Эскалоп,Мясо,28 000 Т,Атырау,В наличии
1082,Паштет из утки  Rillettes de Canard Classique,Мясо,3 500 Т,Атырау,В наличии
1083,"Колбаски Бордо Экстра, уп. 180 гр",Мясо,2 700 Т,Атырау,В наличии
1084,Паштет Rillettes de Canard Foie Gras,Мясо,4 000 Т,Атырау,В наличии
1085,Паштет Пате-Мусс из Фуа-Гра 50%,Мясо,1 590 Т,Атырау,В наличии
1086,Паштет Пате из Фуа-гра 100%,Мясо,2 500 Т,Атырау,В наличии
1087,Фуа-гра Утиная  Золото целая,Мясо,27 000 Т,Атырау,В наличии
1088,Колбаски Фелино Мини,Мясо,1 690 Т,Атырау,В наличии
1089,"Хамон Jamon iberico, 40 гр",Мясо,10 100 Т,Атырау,В наличии
1090,"Хамон Jamon Iberico, уп. 70 гр",Мясо,15 800 Т,Атырау,В наличии
1091,"Хамон Лопатка Jamon Belotta, 40 гр",Мясо,7 500 Т,Атырау,В наличии
1092,"Хамон Jamon Iberico Horeca, 40 гр",Мясо,9 500 Т,Атырау,В наличии
1093,Колбаски Утиные для гриля,Мясо,4 500 Т,Атырау,В наличии
1094,Колбаска Пармеджана сыровяленая,Мясо,3 000 Т,Атырау,В наличии
1095,Колбаска Пражская сыровяленая,Мясо,3 000 Т,Атырау,В наличии
1096,Чука салат замороженный,Бакалея,2 800 Т,Атырау,В наличии
1097,Лапша рисовая Real THAI,Бакалея,1 000 Т,Атырау,В наличии
1098,Ореховая Заправка Sen Soy,Бакалея,475 Т,Атырау,В наличии
1099,Вяленые помидоры в масле Le Bonta,Бакалея,2 500 Т,Атырау,В наличии
1100,Артишок на гриле Le Bonta,Бакалея,2 800 Т,Атырау,В наличии
1101,Оливки Зеленые Le Bonta,Бакалея,2 500 Т,Атырау,В наличии
1102,Морская Соль и Прованские травы,Бакалея,3 500 Т,Атырау,В наличии
1103,Кокосовое Молоко металл Aroy-D,Бакалея,950 Т,Атырау,В наличии
1104,Соль Розовая и 3 вида Перца горошком Carmencita,Бакалея,3 500 Т,Атырау,В наличии
1105,Овощи на Гриле Рустико Le Bonta,Бакалея,2 500 Т,Атырау,В наличии
1106,Кокосовое Масло Aroy-D Extra,Бакалея,3 500 Т,Атырау,В наличии
1107,Перец на Гриле Le Bonta,Бакалея,2 500 Т,Атырау,В наличии
1108,Кунжутное Масло REAL TANG,Бакалея,1 500 Т,Атырау,В наличии
1109,Песто алла Дженовезе Le Bonta,Бакалея,2 300 Т,Атырау,В наличии
1110,Напиток Соевое Молоко БИО Органик,Бакалея,1 400 Т,Атырау,В наличии
1111,Напиток Кокосовое Молоко БИО,Бакалея,1 990 Т,Атырау,В наличии
